,ts_code,open,high,low,close,pre_close,vol,amount,turn,paused,pct_chg,isST
2020-08-10,sh.600519,1502.8442258000,1518.5283744000,1484.5106654000,1508.4015286000,1505.6413400000,2362354,3857721122.3800,0.188100,0,0.183300,0
2020-08-07,sh.600519,1518.3529778000,1522.8763638000,1475.6392900000,1505.6413400000,1512.0663944000,3424205,5560065753.2700,0.272600,0,-0.424900,0
2020-08-06,sh.600519,1541.6438000000,1545.3640542000,1504.7182000000,1512.0663944000,1539.7975200000,3264878,5372942644.9600,0.259900,0,-1.801000,0
2020-08-05,sh.600519,1534.3417626000,1544.4963026000,1517.0051934000,1539.7975200000,1541.6345686000,2552169,4236612469.3400,0.203200,0,-0.119200,0
2020-08-04,sh.600519,1546.2595000000,1553.6353886000,1532.4124000000,1541.6345686000,1539.7975200000,3194051,5337185768.0100,0.254300,0,0.119300,0
2020-08-03,sh.600519,1557.2264032000,1566.1808612000,1532.4124000000,1539.7975200000,1549.1950852000,3466114,5790041421.9300,0.275900,0,-0.606600,0
2020-07-31,sh.600519,1555.4909000000,1573.9537000000,1519.4884400000,1549.1950852000,1550.8752000000,4068474,6846747330.2200,0.323900,0,-0.108300,0
2020-07-30,sh.600519,1542.7515680000,1569.8826526000,1542.1053700000,1550.8752000000,1543.4900800000,3837304,6486855474.9900,0.305500,0,0.478500,0
2020-07-29,sh.600519,1560.1066000000,1560.1066000000,1507.4876200000,1543.4900800000,1541.6438000000,5074843,8411789966.5000,0.404000,0,0.119800,0
2020-07-28,sh.600519,1504.7182000000,1550.8752000000,1504.7182000000,1541.6438000000,1497.8408070000,5491152,9133721867.3100,0.437100,0,2.924400,0
2020-07-27,sh.600519,1491.8034714000,1504.5335720000,1477.0240000000,1497.8408070000,1472.6852420000,3878817,6279664443.7100,0.308800,0,1.708100,0
2020-07-24,sh.600519,1527.6582290000,1537.9512400000,1463.1769000000,1472.6852420000,1547.1826400000,7875201,12705941887.2200,0.626900,0,-4.815000,0
2020-07-23,sh.600519,1543.4900800000,1561.0297400000,1523.1810000000,1547.1826400000,1549.1027712000,3432052,5739050333.4200,0.273200,0,-0.124000,0
2020-07-22,sh.600519,1530.5661200000,1578.5694000000,1530.5661200000,1549.1027712000,1539.7975200000,3920121,6637265371.7100,0.312100,0,0.604300,0
2020-07-21,sh.600519,1520.0792496000,1571.9227920000,1505.6321086000,1539.7975200000,1511.1432544000,4196950,7026353150.9800,0.334100,0,1.896200,0
2020-07-20,sh.600519,1525.4888500000,1536.0957286000,1466.7586832000,1511.1432544000,1521.3808770000,4528033,7363822989.0000,0.360500,0,-0.672900,0
2020-07-17,sh.600519,1495.4868000000,1544.0347326000,1495.4868000000,1521.3808770000,1489.9479600000,6590206,10863420089.0000,0.524600,0,2.109700,0
2020-07-16,sh.600519,1596.9491174000,1596.9491174000,1477.0240000000,1489.9479600000,1617.8305442000,10224219,16901373196.0000,0.813900,0,-7.904600,0
2020-07-15,sh.600519,1610.7685232000,1645.5893640000,1610.6115894000,1617.8305442000,1626.5726800000,4071294,7176560649.0000,0.324100,0,-0.537500,0
2020-07-14,sh.600519,1645.0262486000,1645.0631742000,1614.0179760000,1626.5726800000,1645.0262486000,4609351,8135834910.0000,0.366900,0,-1.121800,0
2020-07-13,sh.600519,1582.8896952000,1649.6511800000,1582.8896952000,1645.0262486000,1582.1234890000,6072716,10679460274.0000,0.483400,0,3.975800,0
2020-07-10,sh.600519,1559.1834600000,1603.1249240000,1559.1280716000,1582.1234890000,1574.8768400000,3710044,6352507468.0000,0.295300,0,0.460100,0
2020-07-09,sh.600519,1561.0297400000,1580.4156800000,1552.7214800000,1574.8768400000,1552.1122076000,3503324,5951732803.0000,0.278900,0,1.466700,0
2020-07-08,sh.600519,1550.8752000000,1586.8776600000,1532.4124000000,1552.1122076000,1558.2603200000,5316998,8963189092.0000,0.423300,0,-0.394600,0
2020-07-07,sh.600519,1479.8765026000,1610.7131348000,1477.9471400000,1558.2603200000,1477.0240000000,6666393,11219852098.0000,0.530700,0,5.500000,0
2020-07-06,sh.600519,1419.7893200000,1491.7942400000,1414.0750834000,1477.0240000000,1423.2880206000,5182196,8228068998.0000,0.412500,0,3.775500,0
2020-07-03,sh.600519,1430.8670000000,1433.1748500000,1400.2926032000,1423.2880206000,1425.3281600000,3512581,5395637032.0000,0.279600,0,-0.143100,0
2020-07-02,sh.600519,1383.7868600000,1431.6978260000,1380.0943000000,1425.3281600000,1379.4204078000,4588372,7014289615.0000,0.365300,0,3.328000,0
2020-07-01,sh.600519,1355.1695200000,1390.3411540000,1351.4954228000,1379.4204078000,1350.4430432000,3868249,5759640251.0000,0.307900,0,2.145800,0
2020-06-30,sh.600519,1350.6645968000,1356.0741972000,1343.2794768000,1350.4430432000,1350.7107538000,2244614,3281641199.0000,0.178700,0,-0.019800,0
2020-06-29,sh.600519,1336.7067200000,1353.3232400000,1326.5614114000,1350.7107538000,1347.7936314000,2808061,4064048236.0000,0.223500,0,0.216400,0
2020-06-24,sh.600519,1351.1077040000,1353.0555294000,1333.9373000000,1347.7936314000,1345.4580872000,2513899,3663537115.0000,0.200100,0,0.173600,0
2020-06-23,sh.600519,1309.4145400000,1352.3012880000,1308.0640636800,1345.4576580000,1313.0644760000,3393426,4963194685.0000,0.270100,0,2.467000,0
2020-06-22,sh.600519,1309.5057884000,1317.5265227600,1307.7720688000,1313.0644760000,1313.8309625600,2324700,3343536637.0000,0.185100,0,-0.058300,0
2020-06-19,sh.600519,1295.7272800000,1318.7218768000,1291.2561084000,1313.8309625600,1289.3398920000,3895833,5603232657.0000,0.310100,0,1.899500,0
2020-06-18,sh.600519,1281.9487716000,1289.5223888000,1277.5688484000,1289.3398920000,1282.0400200000,2101041,2956800081.0000,0.167300,0,0.569400,0
2020-06-17,sh.600519,1288.2996602400,1288.3361596000,1272.9334296800,1282.0400200000,1281.0180379200,1945307,2730097120.0000,0.154900,0,0.079800,0
2020-06-16,sh.600519,1276.1088740000,1290.2523760000,1271.2088349200,1281.0180379200,1261.9653720000,2920664,4099718932.0000,0.232500,0,1.509800,0
2020-06-15,sh.600519,1279.3025680000,1288.0624144000,1260.1404040000,1261.9653720000,1292.4149630800,3461541,4819512189.0000,0.275600,0,-2.356000,0
2020-06-12,sh.600519,1265.7704302800,1292.4149630800,1262.2482420400,1292.4149630800,1277.8973426400,2842742,3992323389.0000,0.226300,0,1.136100,0
2020-06-11,sh.600519,1287.5240488400,1293.8931871600,1274.7310231600,1277.8973426400,1299.0669714400,3071171,4314846228.0000,0.244500,0,-1.629600,0
2020-06-10,sh.600519,1300.2897000000,1307.8906917200,1292.9898280000,1299.0669714400,1292.5792102000,2270074,3234843851.0000,0.180700,0,0.501900,0
2020-06-09,sh.600519,1284.7774720000,1300.2897000000,1278.0980891200,1292.5792102000,1283.0437524000,2261191,3199849660.0000,0.180000,0,0.743200,0
2020-06-08,sh.600519,1300.2897000000,1309.4145400000,1279.3116928400,1283.0437524000,1300.2897000000,2930045,4145298455.0000,0.233200,0,-1.326300,0
2020-06-05,sh.600519,1282.2681410000,1303.8301379200,1278.4630827200,1300.2897000000,1284.7683471600,1834706,2597524609.0000,0.146100,0,1.208100,0
2020-06-04,sh.600519,1273.8276640000,1287.5149240000,1273.8276640000,1284.7683471600,1276.8388612000,1803741,2534459742.0000,0.143600,0,0.621000,0
2020-06-03,sh.600519,1291.1648600000,1293.4460700000,1273.6177926800,1276.8388612000,1287.2503036400,2355736,3308382799.0000,0.187500,0,-0.808800,0
2020-06-02,sh.600519,1292.0864688400,1302.9359036000,1283.5547434400,1287.2503036400,1295.2710380000,2596010,3679210598.0000,0.206700,0,-0.619200,0
2020-06-01,sh.600519,1260.1404040000,1295.8185284000,1260.1404040000,1295.2710380000,1247.0006344000,3547976,4986178912.0000,0.282400,0,3.870900,0
2020-05-29,sh.600519,1215.5199364000,1250.0848303200,1215.5199364000,1247.0006344000,1226.3784960000,3044435,4144247222.0000,0.242400,0,1.681500,0
2020-05-28,sh.600519,1220.8762174800,1229.0611989600,1205.5099869200,1226.3784960000,1220.9035920000,2648591,3536546893.0000,0.210800,0,0.448400,0
2020-05-27,sh.600519,1240.0657560000,1240.9782400000,1216.3411720000,1220.9035920000,1239.1532720000,2677741,3596654307.0000,0.213200,0,-1.472800,0
2020-05-26,sh.600519,1249.9935819200,1250.0574558000,1236.4158200000,1239.1532720000,1243.6244436000,2247019,3056188321.0000,0.178900,0,-0.359500,0
2020-05-25,sh.600519,1213.6037200000,1246.9823847200,1205.3913640000,1243.6244436000,1211.9612488000,3156100,4260387678.0000,0.251200,0,2.612600,0
2020-05-22,sh.600519,1246.4531440000,1246.5443924000,1207.1068339200,1211.9612488000,1246.5443924000,3442746,4608696074.0000,0.274100,0,-2.774300,0
2020-05-21,sh.600519,1236.4158200000,1251.8915486400,1234.4631042400,1246.5443924000,1232.7658840000,2305158,3147105462.0000,0.183500,0,1.117700,0
2020-05-20,sh.600519,1228.3038372400,1240.2300031200,1219.8177360400,1232.7658840000,1228.3038372400,2118340,2859455106.0000,0.168600,0,0.363300,0
2020-05-19,sh.600519,1244.6281760000,1244.6281760000,1220.9035920000,1228.3038372400,1228.3950856400,2478746,3342210487.0000,0.197300,0,-0.007400,0
2020-05-18,sh.600519,1191.7041040000,1233.2221260000,1190.9102429200,1228.3950856400,1198.0914920000,3436211,4587989708.0000,0.273500,0,2.529300,0
2020-05-15,sh.600519,1212.6912360000,1216.7974140000,1187.9446699200,1198.0914920000,1210.4921495600,2639808,3469736812.0000,0.210100,0,-1.024400,0
2020-05-14,sh.600519,1213.6037200000,1218.0566419200,1209.1416732400,1210.4921495600,1219.0329998000,1857492,2467976357.0000,0.147900,0,-0.700600,0
2020-05-13,sh.600519,1216.3411720000,1220.8944671600,1207.1068339200,1219.0329998000,1216.3411720000,2201431,2931464950.0000,0.175200,0,0.221300,0
2020-05-12,sh.600519,1202.6539120000,1218.1570151600,1200.8289440000,1216.3411720000,1207.2254568400,1972181,2621824685.0000,0.157000,0,0.755100,0
2020-05-11,sh.600519,1204.4788800000,1218.1661400000,1198.7028562800,1207.2254568400,1199.5605912400,2367119,3135990964.0000,0.188400,0,0.639000,0
2020-05-08,sh.600519,1201.7414280000,1220.9035920000,1193.9944388400,1199.5605912400,1197.1790080000,2907868,3839218026.0000,0.231500,0,0.198900,0
2020-05-07,sh.600519,1185.6817096000,1199.9073351600,1179.8418120000,1197.1790080000,1186.2292000000,2793474,3647628296.0000,0.222400,0,0.923100,0
2020-05-06,sh.600519,1141.5174840000,1186.2292000000,1140.6050000000,1186.2292000000,1154.9309988000,3583481,4598589768.0000,0.285300,0,2.710000,0
2020-04-30,sh.600519,1159.7671640000,1172.5510648400,1148.7078579200,1154.9309988000,1163.3258516000,2466087,3134408881.0000,0.196300,0,-0.721600,0
2020-04-29,sh.600519,1165.9720552000,1175.3706404000,1147.9048720000,1163.3258516000,1167.1856589200,2344406,2976724957.0000,0.186600,0,-0.330700,0
2020-04-28,sh.600519,1172.8248100400,1186.1744509600,1160.5701499200,1167.1856589200,1164.3295840000,3466190,4458549425.0000,0.275900,0,0.245300,0
2020-04-27,sh.600519,1146.9923880000,1166.3096742800,1141.4809846400,1164.3295840000,1141.1159910400,2590391,3284513346.0000,0.206200,0,2.034300,0
2020-04-24,sh.600519,1138.7800320000,1149.6294667600,1127.0819871200,1141.1159910400,1142.6672138400,1912240,2390444036.0000,0.152200,0,-0.135800,0
2020-04-23,sh.600519,1140.6050000000,1154.9127491200,1138.5701606800,1142.6672138400,1135.5863380000,2689851,3377042463.0000,0.214100,0,0.623500,0
2020-04-22,sh.600519,1100.4557040000,1140.1487580000,1097.0065144800,1135.5863380000,1094.9808000000,4403473,5430377598.0000,0.350500,0,3.708300,0
2020-04-21,sh.600519,1114.1612136800,1116.8712911600,1088.5934120000,1094.9808000000,1119.8916132000,2922422,3517018487.0000,0.232600,0,-2.224400,0
2020-04-20,sh.600519,1114.1429640000,1123.7240460000,1110.3105312000,1119.8916132000,1118.7053840000,2423864,2963483323.0000,0.193000,0,0.106000,0
2020-04-17,sh.600519,1104.1056400000,1126.5162470400,1099.5523448400,1118.7053840000,1092.3345964000,3824569,4676618151.0000,0.304500,0,2.414200,0
2020-04-16,sh.600519,1088.5660374800,1092.3345964000,1080.4723044000,1092.3345964000,1085.4909664000,2172774,2588431844.0000,0.173000,0,0.630500,0
2020-04-15,sh.600519,1087.6809280000,1098.6216111600,1083.2097564000,1085.4909664000,1081.3847884000,2933229,3501318260.0000,0.233500,0,0.379700,0
2020-04-14,sh.600519,1073.0811840000,1087.2703102000,1063.9563440000,1081.3847884000,1060.5801532000,3679955,4340858665.0000,0.292900,0,1.961600,0
2020-04-13,sh.600519,1063.0438600000,1067.5880303200,1047.9878740000,1060.5801532000,1063.0438600000,1598147,1854563731.0000,0.127200,0,-0.231800,0
2020-04-10,sh.600519,1056.5469739200,1078.0998460000,1052.5502940000,1063.0438600000,1057.1127140000,2780434,3252600672.0000,0.221300,0,0.561100,0
2020-04-09,sh.600519,1063.9563440000,1066.6937960000,1047.4951326400,1057.1127140000,1058.2624438400,2281697,2640230492.0000,0.181600,0,-0.108600,0
2020-04-08,sh.600519,1051.1815680000,1064.2392140400,1051.1815680000,1058.2624438400,1058.4358158000,2422442,2809422100.0000,0.192800,0,-0.016400,0
2020-04-07,sh.600519,1060.2607838000,1064.4125860000,1048.3437427600,1058.4358158000,1040.0401383600,4348800,5041525481.0000,0.346200,0,1.768700,0
2020-04-03,sh.600519,1039.3466505200,1047.4951326400,1032.9136383200,1040.0401383600,1044.7941800000,2761761,3148421866.0000,0.219900,0,-0.455000,0
2020-04-02,sh.600519,1007.3823360000,1044.7941800000,1007.2728379200,1044.7941800000,1006.4698520000,4520561,5095167594.0000,0.359900,0,3.807800,0
2020-04-01,sh.600519,1019.2446280000,1030.1944360000,1006.4698520000,1006.4698520000,1013.7697240000,3320535,3700184247.0000,0.264300,0,-0.720100,0
2020-03-31,sh.600519,987.3076880000,1017.4196600000,987.1251912000,1013.7697240000,978.1828480000,4798437,5293170703.0000,0.382000,0,3.638100,0
2020-03-30,sh.600519,967.4611610000,982.7452680000,964.4955880000,978.1828480000,981.3765420000,3068741,3279823025.0000,0.244300,0,-0.325400,0
2020-03-27,sh.600519,990.0451400000,996.4325280000,980.9294248400,981.3765420000,971.7224612800,3626112,3931759353.0000,0.288700,0,0.993500,0
2020-03-26,sh.600519,979.3964517200,995.7025408000,969.0580080000,971.7224612800,985.5739684000,3004856,3231754298.0000,0.239200,0,-1.405400,0
2020-03-25,sh.600519,992.7643423200,995.8485382400,980.1903128000,985.5739684000,963.5831040000,3704866,4015061222.0000,0.294900,0,2.282200,0
2020-03-24,sh.600519,951.7208120000,966.2110579200,944.4209400000,963.5831040000,929.8211960000,4665096,4900364144.0000,0.371400,0,3.631000,0
2020-03-23,sh.600519,912.4840000000,944.6764355200,904.7461356800,929.8211960000,944.6764355200,4847210,4918121944.0000,0.385900,0,-1.572500,0
2020-03-20,sh.600519,922.5213240000,951.7208120000,922.5213240000,944.6764355200,908.8340640000,6013919,6169094444.0000,0.478700,0,3.943800,0
2020-03-19,sh.600519,906.9999711600,926.1712600000,876.0758884000,908.8340640000,919.7747471600,10226507,10075880470.0000,0.814100,0,-1.189500,0
2020-03-18,sh.600519,948.9833600000,967.2330400000,919.7747471600,919.7747471600,953.6370284000,7345988,7582762547.0000,0.584800,0,-3.550900,0
2020-03-17,sh.600519,962.6706200000,983.6577520000,922.6308220800,953.6370284000,973.6204280000,7935912,8277472787.0000,0.631700,0,-2.052500,0
2020-03-16,sh.600519,1007.3640863200,1010.9866478000,969.0580080000,973.6204280000,1014.7095825200,5123254,5548946745.0000,0.407800,0,-4.049400,0
2020-03-13,sh.600519,994.6075600000,1030.1761863200,985.4827200000,1014.7095825200,1038.8630340000,7588531,8348496480.0000,0.604100,0,-2.325000,0
2020-03-12,sh.600519,1041.3449904800,1052.0940520000,1026.6357484000,1038.8630340000,1057.1309636800,3663063,4172606105.0000,0.291600,0,-1.728100,0
2020-03-11,sh.600519,1054.3752620000,1067.2230367200,1041.1442440000,1057.1309636800,1054.8315040000,3554757,4124607952.0000,0.283000,0,0.218000,0
2020-03-10,sh.600519,1015.5946920000,1065.7813120000,1015.5946920000,1054.8315040000,1016.5163008400,5806293,6635936156.0000,0.462200,0,3.769300,0
2020-03-09,sh.600519,1035.6693400000,1035.6693400000,1014.0525940400,1016.5163008400,1054.3752620000,4340409,4865288500.0000,0.345500,0,-3.590700,0
2020-03-06,sh.600519,1061.2188920000,1073.0811840000,1051.1633183200,1054.3752620000,1068.5187640000,3064100,3553622358.0000,0.243900,0,-1.323700,0
2020-03-05,sh.600519,1036.8646940400,1072.1595751600,1031.6179110400,1068.5187640000,1030.1214372800,6242645,7210485104.0000,0.496900,0,3.727500,0
2020-03-04,sh.600519,1026.5445000000,1039.3192760000,1018.5511401600,1030.1214372800,1015.5946920000,5379299,6080149243.0000,0.428200,0,1.430400,0
2020-03-03,sh.600519,1001.9074320000,1020.9600979200,1001.9074320000,1015.5946920000,990.9667488400,5025015,5585227657.0000,0.400000,0,2.485200,0
2020-03-02,sh.600519,958.2085732400,1000.5843302000,958.1173248400,990.9667488400,964.4955880000,4766304,5154329159.0000,0.379400,0,2.744600,0
2020-02-28,sh.600519,976.6316252000,987.3076880000,958.0808254800,964.4955880000,992.2259767600,4994657,5307929213.0000,0.397600,0,-2.794800,0
2020-02-27,sh.600519,981.8327840000,999.1608551600,981.8327840000,992.2259767600,979.7340708000,3449829,3758783810.0000,0.274600,0,1.275000,0
2020-02-26,sh.600519,969.0580080000,989.1326560000,962.6706200000,979.7340708000,980.7469280400,4356097,4663278433.0000,0.346800,0,-0.103300,0
2020-02-25,sh.600519,983.6577520000,987.3898115600,974.4234139200,980.7469280400,992.0343551200,3838562,4127432130.0000,0.305600,0,-1.137800,0
2020-02-24,sh.600519,1008.7510620000,1012.8572400000,990.5013820000,992.0343551200,1015.4851939200,3865036,4221857466.0000,0.307700,0,-2.309300,0
2020-02-21,sh.600519,1014.1894666400,1025.2122733600,1012.8663648400,1015.4851939200,1020.1571120000,2894008,3225337160.0000,0.230400,0,-0.458000,0
2020-02-20,sh.600519,1000.7212028000,1025.6320160000,999.5440984400,1020.1571120000,1000.5387060000,4680262,5220660940.0000,0.372600,0,1.960800,0
2020-02-19,sh.600519,990.0451400000,1005.1011260000,983.6577520000,1000.5387060000,989.1326560000,3705147,4052365602.0000,0.294900,0,1.153100,0
2020-02-18,sh.600519,994.6166848400,1000.8854499200,988.2201720000,989.1326560000,998.0932488800,2666496,2897729692.0000,0.212300,0,-0.897800,0
2020-02-17,sh.600519,987.7639300000,1000.2558359600,987.6726816000,998.0932488800,992.7825920000,2702822,2946182657.0000,0.215200,0,0.534900,0
2020-02-14,sh.600519,995.0181778000,997.8103788400,988.3205452400,992.7825920000,995.5200440000,2328760,2534568401.0000,0.185400,0,-0.275000,0
2020-02-13,sh.600519,1001.9074320000,1016.4068027600,992.7917168400,995.5200440000,1001.2413186800,3035736,3335277425.0000,0.241700,0,-0.571400,0
2020-02-12,sh.600519,993.6950760000,1002.6282943600,990.8481259200,1001.2413186800,1001.9074320000,2812543,3072293973.0000,0.223900,0,-0.066500,0
2020-02-11,sh.600519,969.9704920000,1003.4404051200,969.7879952000,1001.9074320000,973.1550611600,4791793,5222918915.0000,0.381500,0,2.954600,0
2020-02-10,sh.600519,969.0580080000,980.5553064000,964.6780848000,973.1550611600,981.8327840000,3053342,3251908506.0000,0.243100,0,-0.883800,0
2020-02-07,sh.600519,976.3670048400,982.7452680000,968.1637736800,981.8327840000,977.2703640000,3127871,3348894576.0000,0.249000,0,0.466900,0
2020-02-06,sh.600519,966.7129241200,980.9203000000,959.9514176800,977.2703640000,958.0990751600,4717121,5011246407.0000,0.375500,0,2.001000,0
2020-02-05,sh.600519,958.1082000000,961.7581360000,942.6233465200,958.0990751600,947.1675168400,4741824,4956355235.0000,0.377500,0,1.154100,0
2020-02-04,sh.600519,926.1712600000,964.4955880000,922.5304488400,947.1675168400,916.0609372800,6262418,6490469043.0000,0.498500,0,3.395700,0
2020-02-03,sh.600519,898.7967400000,922.2293291200,894.2343200000,916.0609372800,960.6631552000,12344288,12314991759.0000,0.982700,0,-4.642900,0
2020-01-23,sh.600519,981.8327840000,981.8327840000,946.2459080000,960.6631552000,981.3856668400,5346843,5638945742.0000,0.425600,0,-2.111600,0
2020-01-22,sh.600519,976.3578800000,989.1326560000,963.0173639200,981.3856668400,981.1940452000,3620004,3875275065.0000,0.288200,0,0.019500,0
2020-01-21,sh.600519,986.3952040000,991.8701080000,978.4565932000,981.1940452000,995.5200440000,3287405,3542441308.0000,0.261700,0,-1.439000,0
2020-01-20,sh.600519,1014.5544602400,1014.5544602400,987.3076880000,995.5200440000,1010.5760300000,3539130,3858246844.0000,0.281700,0,-1.489800,0
2020-01-17,sh.600519,1012.8572400000,1015.3939455200,1004.6540088400,1010.5760300000,1010.1197880000,2347275,2599645144.0000,0.186900,0,0.045200,0
2020-01-16,sh.600519,1020.9509730800,1020.9509730800,1006.0866087200,1010.1197880000,1014.8008309200,2319165,2571593141.0000,0.184600,0,-0.461300,0
2020-01-15,sh.600519,1011.9538808400,1023.4420544000,1008.2948200000,1014.8008309200,1010.4847816000,2602911,2895603674.0000,0.207200,0,0.427100,0
2020-01-14,sh.600519,1025.8145128000,1026.4441267600,1006.4698520000,1010.4847816000,1025.8783866800,3514465,3916300790.0000,0.279800,0,-1.500500,0
2020-01-13,sh.600519,1015.1384500000,1030.3769328000,1014.6822080000,1025.8783866800,1015.1384500000,3851575,4325687959.0000,0.306600,0,1.058000,0
2020-01-10,sh.600519,1011.9447560000,1018.3230191600,1006.0136100000,1015.1384500000,1006.1961068000,3597587,3993457118.0000,0.286400,0,0.888700,0
2020-01-09,sh.600519,998.2574960000,1008.6506887600,994.6075600000,1006.1961068000,992.9103397600,3740587,4110949814.0000,0.297800,0,1.338100,0
2020-01-08,sh.600519,990.0907642000,999.6262220000,987.8369287200,992.9103397600,998.7411125200,2500825,2720371915.0000,0.199100,0,-0.583800,0
2020-01-07,sh.600519,983.2015100000,1002.8199160000,982.1977776000,998.7411125200,983.6486271600,4785359,5220697068.0000,0.380900,0,1.534300,0
2020-01-06,sh.600519,977.1426162400,997.2537636000,973.8941732000,983.6486271600,984.1687430400,6341478,6853917601.0000,0.504800,0,-0.052900,0
2020-01-03,sh.600519,1019.2446280000,1019.2446280000,982.6540196000,984.1687430400,1031.1069200000,13031878,14266380596.0000,1.037400,0,-4.552200,0
2020-01-02,sh.600519,1029.2819520000,1044.8489290400,1018.3321440000,1031.1069200000,1079.4685720000,14809916,16696837095.0000,1.178900,0,-4.480100,0
2019-12-31,sh.600519,1079.4685720000,1084.0309920000,1073.5465508400,1079.4685720000,1082.0235272000,2258881,2666705100.0000,0.179800,0,-0.236100,0
2019-12-30,sh.600519,1067.7887768000,1090.8746220000,1067.7887768000,1082.0235272000,1061.2188920000,4076066,4827682057.0000,0.324500,0,1.960500,0
2019-12-27,sh.600519,1049.3566000000,1069.4312480000,1049.3566000000,1061.2188920000,1035.7605884000,4706628,5486452901.0000,0.374700,0,2.457900,0
2019-12-26,sh.600519,1032.9318880000,1042.0384783200,1021.9729551600,1035.7605884000,1034.4831108000,2287727,2585996501.0000,0.182100,0,0.123500,0
2019-12-25,sh.600519,1042.9692120000,1042.9692120000,1031.1160448400,1034.4831108000,1047.5316320000,2430597,2755735164.0000,0.193500,0,-1.245600,0
2019-12-24,sh.600519,1052.0940520000,1053.9190200000,1044.7941800000,1047.5316320000,1048.7178612000,1182310,1358536199.0000,0.094100,0,-0.113100,0
2019-12-23,sh.600519,1039.3192760000,1060.7626500000,1036.5818240000,1048.7178612000,1045.9804092000,2591918,2981937538.0000,0.206300,0,0.261700,0
2019-12-20,sh.600519,1060.4706551200,1060.4706551200,1041.6004860000,1045.9804092000,1056.1089816000,2356384,2703612358.0000,0.187600,0,-0.959000,0
2019-12-19,sh.600519,1061.2188920000,1061.2188920000,1051.1815680000,1056.1089816000,1065.7813120000,1955230,2262598597.0000,0.155600,0,-0.907500,0
2019-12-18,sh.600519,1071.2562160000,1072.3511968000,1062.1313760000,1065.7813120000,1067.5880303200,1964009,2295963803.0000,0.156300,0,-0.169200,0
2019-12-17,sh.600519,1049.0828548000,1070.8912224000,1042.9965865200,1067.5880303200,1047.4586332800,4261696,4937041950.0000,0.339300,0,1.921700,0
2019-12-16,sh.600519,1061.2188920000,1061.2188920000,1038.3520429600,1047.4586332800,1061.2188920000,3093642,3554133640.0000,0.246300,0,-1.296600,0
2019-12-13,sh.600519,1045.7066640000,1063.0438600000,1045.7066640000,1061.2188920000,1037.4943080000,3000059,3473927971.0000,0.238800,0,2.286700,0
2019-12-12,sh.600519,1054.8315040000,1058.4266909600,1031.1799187200,1037.4943080000,1057.5507063200,2940916,3362699683.0000,0.234100,0,-1.896500,0
2019-12-11,sh.600519,1065.7813120000,1068.2906430000,1054.4208862000,1057.5507063200,1062.4963696000,1456799,1689987674.0000,0.116000,0,-0.465500,0
2019-12-10,sh.600519,1058.1164464000,1063.0438600000,1050.2690840000,1062.4963696000,1057.2952108000,1508658,1749356289.0000,0.120100,0,0.491900,0
2019-12-09,sh.600519,1072.1687000000,1073.0811840000,1054.9227524000,1057.2952108000,1067.6062800000,2182412,2543532527.0000,0.173700,0,-0.965800,0
2019-12-06,sh.600519,1036.5544494800,1067.6062800000,1031.1981684000,1067.6062800000,1030.9244232000,3950626,4565643688.0000,0.314500,0,3.558100,0
2019-12-05,sh.600519,1026.5445000000,1032.9410128400,1020.1571120000,1030.9244232000,1024.1081677200,2133879,2402503470.0000,0.169900,0,0.665600,0
2019-12-04,sh.600519,1040.2317600000,1044.4839354400,1020.1571120000,1024.1081677200,1020.1571120000,3528308,3980511004.0000,0.280900,0,0.387300,0
2019-12-03,sh.600519,1033.8443720000,1033.8443720000,1019.9198661600,1020.1571120000,1033.8443720000,2734093,3066695648.0000,0.217600,0,-1.323900,0
2019-12-02,sh.600519,1020.3396088000,1040.2500096800,1020.3396088000,1033.8443720000,1030.1944360000,3078441,3479717421.0000,0.245100,0,0.354300,0
2019-11-29,sh.600519,1063.5001020000,1063.5001020000,1015.4943187600,1030.1944360000,1072.8986872000,8239732,9338326554.0000,0.655900,0,-3.980300,0
2019-11-28,sh.600519,1090.3910054800,1092.7087148400,1066.7120456800,1072.8986872000,1085.8103358000,2884499,3405325549.0000,0.229600,0,-1.189100,0
2019-11-27,sh.600519,1088.4109152000,1091.8966040800,1080.8464228400,1085.8103358000,1081.2935400000,1984881,2363839726.0000,0.158000,0,0.417700,0
2019-11-26,sh.600519,1082.8265131200,1093.7033224000,1079.4685720000,1081.2935400000,1078.6108370400,4023961,4794179893.0000,0.320300,0,0.248700,0
2019-11-25,sh.600519,1084.0766162000,1089.5058960000,1069.4859970400,1078.6108370400,1089.5058960000,3828175,4518778939.0000,0.304700,0,-1.000000,0
2019-11-22,sh.600519,1115.9679320000,1121.4428360000,1081.2935400000,1089.5058960000,1123.5415492000,4705428,5677646465.0000,0.374600,0,-3.029300,0
2019-11-21,sh.600519,1123.2678040000,1127.3831068400,1114.1977130400,1123.5415492000,1125.7771350000,1918739,2356277766.0000,0.152700,0,-0.198600,0
2019-11-20,sh.600519,1122.3553200000,1131.0330428400,1120.5851010400,1125.7771350000,1124.4722828800,1528053,1884957278.0000,0.121600,0,0.116000,0
2019-11-19,sh.600519,1120.5303520000,1132.9492592400,1117.8111496800,1124.4722828800,1119.8733635200,2062375,2542105913.0000,0.164200,0,0.410700,0
